"ITTER107","Territorio","TIPO_DATO7","Indicatore","CORREZ","Correzione","ATECO_2007","Ateco 2007","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-05","Mag-2017",114.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-06","Giu-2017",112,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-07","Lug-2017",120.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-08","Ago-2017",68,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-09","Set-2017",113.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-10","Ott-2017",117.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-11","Nov-2017",113.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2017-12","Dic-2017",96.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-01","Gen-2018",100.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-02","Feb-2018",107.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-03","Mar-2018",119.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-04","Apr-2018",105.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-05","Mag-2018",117.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-06","Giu-2018",114.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-07","Lug-2018",119.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-08","Ago-2018",67.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-09","Set-2018",115,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-10","Ott-2018",118.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-11","Nov-2018",111.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2018-12","Dic-2018",91.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-01","Gen-2019",99.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-02","Feb-2019",108.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-03","Mar-2019",118.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-04","Apr-2019",103.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-05","Mag-2019",117,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-06","Giu-2019",112.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-07","Lug-2019",117.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-08","Ago-2019",66,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-09","Set-2019",112.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-10","Ott-2019",115.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-11","Nov-2019",110.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2019-12","Dic-2019",88,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-01","Gen-2020",99.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-02","Feb-2020",106.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-03","Mar-2020",80.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-04","Apr-2020",55.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-05","Mag-2020",91.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-06","Giu-2020",95.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-07","Lug-2020",107.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-08","Ago-2020",65.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-09","Set-2020",106.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-10","Ott-2020",113.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-11","Nov-2020",106.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2020-12","Dic-2020",86.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-01","Gen-2021",97.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-02","Feb-2021",105.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-03","Mar-2021",115.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-04","Apr-2021",105.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-05","Mag-2021",113.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-06","Giu-2021",110.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-07","Lug-2021",117.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-08","Ago-2021",66.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-09","Set-2021",113.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-10","Ott-2021",116.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-11","Nov-2021",113.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2021-12","Dic-2021",90.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-01","Gen-2022",94.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-02","Feb-2022",109.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-03","Mar-2022",119.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-04","Apr-2022",109.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-05","Mag-2022",117.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-06","Giu-2022",109.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-07","Lug-2022",115.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-08","Ago-2022",68.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-09","Set-2022",113.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-10","Ott-2022",115.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-11","Nov-2022",111,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2022-12","Dic-2022",91.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2023-01","Gen-2023",97.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","W","dati corretti per gli effetti di calendario","C","attività manifatturiere","2023-02","Feb-2023",107.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-02","Feb-2003",122.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-03","Mar-2003",123.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-04","Apr-2003",125.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-05","Mag-2003",120.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-06","Giu-2003",122.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-07","Lug-2003",124.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-08","Ago-2003",118.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-09","Set-2003",121.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-10","Ott-2003",122.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-11","Nov-2003",124.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2003-12","Dic-2003",124.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-01","Gen-2004",123.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-02","Feb-2004",124.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-03","Mar-2004",122,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-04","Apr-2004",124.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-05","Mag-2004",124.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-06","Giu-2004",123.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-07","Lug-2004",123.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-08","Ago-2004",118.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-09","Set-2004",122.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-10","Ott-2004",123.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-11","Nov-2004",120.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2004-12","Dic-2004",119.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-01","Gen-2005",120.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-02","Feb-2005",120.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-03","Mar-2005",120.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-04","Apr-2005",122.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-05","Mag-2005",119.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-06","Giu-2005",119.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-07","Lug-2005",121.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-08","Ago-2005",123,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-09","Set-2005",120.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-10","Ott-2005",121.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-11","Nov-2005",122.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2005-12","Dic-2005",121.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-01","Gen-2006",121.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-02","Feb-2006",123.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-03","Mar-2006",124.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-04","Apr-2006",123.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-05","Mag-2006",126.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-06","Giu-2006",126.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-07","Lug-2006",125.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-08","Ago-2006",128.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-09","Set-2006",126.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-10","Ott-2006",126.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-11","Nov-2006",127.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2006-12","Dic-2006",130.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-01","Gen-2007",128.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-02","Feb-2007",129.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-03","Mar-2007",129.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-04","Apr-2007",127.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-05","Mag-2007",129.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-06","Giu-2007",129.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-07","Lug-2007",128.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-08","Ago-2007",134.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-09","Set-2007",130,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-10","Ott-2007",128,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-11","Nov-2007",126.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2007-12","Dic-2007",128.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-01","Gen-2008",131.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-02","Feb-2008",130.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-03","Mar-2008",130.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-04","Apr-2008",131.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-05","Mag-2008",126.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-06","Giu-2008",128.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-07","Lug-2008",124.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-08","Ago-2008",121.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-09","Set-2008",119.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-10","Ott-2008",117.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-11","Nov-2008",113.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2008-12","Dic-2008",109.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-01","Gen-2009",104.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-02","Feb-2009",100.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-03","Mar-2009",96.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-04","Apr-2009",96.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-05","Mag-2009",98.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-06","Giu-2009",97.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-07","Lug-2009",99.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-08","Ago-2009",97.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-09","Set-2009",100.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-10","Ott-2009",102.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-11","Nov-2009",102.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2009-12","Dic-2009",101.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-01","Gen-2010",103.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-02","Feb-2010",103.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-03","Mar-2010",104.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-04","Apr-2010",105.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-05","Mag-2010",106.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-06","Giu-2010",109,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-07","Lug-2010",108.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-08","Ago-2010",110.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-09","Set-2010",108.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-10","Ott-2010",108,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-11","Nov-2010",108.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2010-12","Dic-2010",108.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-01","Gen-2011",107.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-02","Feb-2011",110.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-03","Mar-2011",110.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-04","Apr-2011",112.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-05","Mag-2011",109.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-06","Giu-2011",108.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-07","Lug-2011",108.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-08","Ago-2011",107.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-09","Set-2011",106.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-10","Ott-2011",105.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-11","Nov-2011",106.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2011-12","Dic-2011",107.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-01","Gen-2012",102.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-02","Feb-2012",102.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-03","Mar-2012",104.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-04","Apr-2012",101.9,,
