"ITTER107","Territorio","TIPO_DATO7","Indicatore","CORREZ","Correzione","ATECO_2007","Ateco 2007","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-05","Mag-2012",103.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-06","Giu-2012",101.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-07","Lug-2012",102.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-08","Ago-2012",101.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-09","Set-2012",101.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-10","Ott-2012",99.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-11","Nov-2012",98.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2012-12","Dic-2012",98.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-01","Gen-2013",99.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-02","Feb-2013",98.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-03","Mar-2013",97.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-04","Apr-2013",97.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-05","Mag-2013",99.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-06","Giu-2013",99.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-07","Lug-2013",98.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-08","Ago-2013",97.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-09","Set-2013",99.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-10","Ott-2013",99.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-11","Nov-2013",99.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2013-12","Dic-2013",97.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-01","Gen-2014",100.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-02","Feb-2014",99.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-03","Mar-2014",98.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-04","Apr-2014",99.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-05","Mag-2014",97.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-06","Giu-2014",99.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-07","Lug-2014",98.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-08","Ago-2014",97,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-09","Set-2014",97.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-10","Ott-2014",97.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-11","Nov-2014",98,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2014-12","Dic-2014",99.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-01","Gen-2015",98.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-02","Feb-2015",98.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-03","Mar-2015",99.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-04","Apr-2015",99.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-05","Mag-2015",100.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-06","Giu-2015",100,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-07","Lug-2015",100.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-08","Ago-2015",98.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-09","Set-2015",99.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-10","Ott-2015",100.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-11","Nov-2015",101.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2015-12","Dic-2015",99.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-01","Gen-2016",102.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-02","Feb-2016",101.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-03","Mar-2016",100.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-04","Apr-2016",102.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-05","Mag-2016",100.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-06","Giu-2016",99.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-07","Lug-2016",101.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-08","Ago-2016",103.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-09","Set-2016",102,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-10","Ott-2016",102.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-11","Nov-2016",103,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2016-12","Dic-2016",104.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-01","Gen-2017",100.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-02","Feb-2017",103.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-03","Mar-2017",104.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-04","Apr-2017",103.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-05","Mag-2017",105,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-06","Giu-2017",106,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-07","Lug-2017",107.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-08","Ago-2017",108.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-09","Set-2017",106.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-10","Ott-2017",106.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-11","Nov-2017",107.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2017-12","Dic-2017",111.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-01","Gen-2018",108.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-02","Feb-2018",106.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-03","Mar-2018",107.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-04","Apr-2018",106.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-05","Mag-2018",107.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-06","Giu-2018",108.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-07","Lug-2018",107,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-08","Ago-2018",107.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-09","Set-2018",107.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-10","Ott-2018",107.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-11","Nov-2018",105.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2018-12","Dic-2018",106.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-01","Gen-2019",106.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-02","Feb-2019",107.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-03","Mar-2019",106.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-04","Apr-2019",104.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-05","Mag-2019",106.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-06","Giu-2019",106.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-07","Lug-2019",106.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-08","Ago-2019",105,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-09","Set-2019",105.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-10","Ott-2019",104.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-11","Nov-2019",105.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2019-12","Dic-2019",102.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-01","Gen-2020",106.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-02","Feb-2020",104.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-03","Mar-2020",72.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-04","Apr-2020",55.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-05","Mag-2020",83.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-06","Giu-2020",91,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-07","Lug-2020",98.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-08","Ago-2020",103.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-09","Set-2020",100.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-10","Ott-2020",102.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-11","Nov-2020",101.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2020-12","Dic-2020",101.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-01","Gen-2021",104.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-02","Feb-2021",103.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-03","Mar-2021",103.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-04","Apr-2021",104.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-05","Mag-2021",103.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-06","Giu-2021",105.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-07","Lug-2021",107,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-08","Ago-2021",105.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-09","Set-2021",106.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-10","Ott-2021",106,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-11","Nov-2021",107.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2021-12","Dic-2021",105.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-01","Gen-2022",102.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-02","Feb-2022",107.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-03","Mar-2022",106.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-04","Apr-2022",108.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-05","Mag-2022",107.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-06","Giu-2022",105,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-07","Lug-2022",105.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-08","Ago-2022",108,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-09","Set-2022",106.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-10","Ott-2022",105.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-11","Nov-2022",105.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2022-12","Dic-2022",106.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2023-01","Gen-2023",106.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","Y","dati destagionalizzati","C","attività manifatturiere","2023-02","Feb-2023",105.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-02","Feb-2003",124.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-03","Mar-2003",134.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-04","Apr-2003",124.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-05","Mag-2003",130.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-06","Giu-2003",127.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-07","Lug-2003",145.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-08","Ago-2003",57.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-09","Set-2003",135.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-10","Ott-2003",141.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-11","Nov-2003",130.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2003-12","Dic-2003",112.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-01","Gen-2004",112.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-02","Feb-2004",126.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-03","Mar-2004",141.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-04","Apr-2004",128,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-05","Mag-2004",133.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-06","Giu-2004",132.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-07","Lug-2004",139.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-08","Ago-2004",62,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-09","Set-2004",136.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-10","Ott-2004",133.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-11","Nov-2004",130.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2004-12","Dic-2004",115.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-01","Gen-2005",109.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-02","Feb-2005",122.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-03","Mar-2005",132.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-04","Apr-2005",124.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-05","Mag-2005",133.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-06","Giu-2005",128.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-07","Lug-2005",132.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-08","Ago-2005",65.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-09","Set-2005",134.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-10","Ott-2005",131.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-11","Nov-2005",132.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2005-12","Dic-2005",109.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-01","Gen-2006",113.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-02","Feb-2006",125.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-03","Mar-2006",143.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-04","Apr-2006",114.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-05","Mag-2006",140.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-06","Giu-2006",135.5,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-07","Lug-2006",135.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-08","Ago-2006",69.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-09","Set-2006",136.2,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-10","Ott-2006",141.6,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-11","Nov-2006",136.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2006-12","Dic-2006",110.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-01","Gen-2007",124.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-02","Feb-2007",130.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-03","Mar-2007",145.1,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-04","Apr-2007",121.8,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-05","Mag-2007",143.3,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-06","Giu-2007",137.4,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-07","Lug-2007",143.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-08","Ago-2007",74,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-09","Set-2007",135.7,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-10","Ott-2007",148,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-11","Nov-2007",135.9,,
"IT","Italia","IND_PROD2","indice della produzione industriale - base 2015=100","N","dati grezzi","C","attività manifatturiere","2007-12","Dic-2007",106.7,,
